,FISCAL_YR,FISCAL_MTH,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESC,TRANS_DT,AMT
6364,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LA PIAZZA ITALIAN REST,EATING PLACES RESTAURANTS,2018-09-21,19.69
6365,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0149216136000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-22,52.76
6369,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NEW ORLEANS AIRPORT,FAST FOOD RESTAURANTS,2018-09-21,40.79
6370,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2018-09-22,157.68
6371,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRANCOS PIZZA PASTA,EATING PLACES RESTAURANTS,2018-08-29,116.2
6373,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2018-09-20,18.09
6374,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NATIONAL ASSOCIATION OF S,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-09-12,400.0
6375,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7162417829000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,47.48
6376,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-02,482.4
6377,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAL-MART #1736,GROCERY STORES SUPERMARKETS,2018-09-20,54.02
6378,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #725,FAST FOOD RESTAURANTS,2018-09-15,11.53
6379,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MADERS GERMAN RESTA,EATING PLACES RESTAURANTS,2018-09-24,15.92
6380,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON GARDEN HAMILTON,LODGING,2018-09-20,147.2
6381,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7163072861000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-22,77.98
6382,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COL PRKNG GOV CNTR Q07,AUTOMOBILE PARKING LOTS AND GARAGES,2018-09-23,4.0
6383,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0149158015000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,51.3
6384,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LA PIAZZA ITALIAN REST,EATING PLACES RESTAURANTS,2018-09-21,13.34
6385,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TWINHILL #8102,MENS-WOMENS-CHILDRENS UNIFORMS-COMMERCIAL CLOTH,2018-09-09,188.87
6386,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALDERONE CLUB,EATING PLACES RESTAURANTS,2018-09-23,25.36
6387,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,THE DEVEREUX FOUNDATION,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,2018-08-26,125.0
6388,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-09-12,170.42
6389,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WAWA 8342 00083428,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,2018-09-20,5.34
6390,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LONGHORN STEAK00053124,EATING PLACES RESTAURANTS,2018-09-19,20.94
6391,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON GARDEN HAMILTON,LODGING,2018-09-22,294.4
6392,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AWL*PEARSON EDUCATION,BOOKS PERIODICALS AND NEWSPAPERS,2018-09-06,60.75
6393,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0149117321000004,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-23,92.48
6394,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALDERONE CLUB,EATING PLACES RESTAURANTS,2018-09-24,21.58
6395,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALDERONE CLUB,EATING PLACES RESTAURANTS,2018-09-23,35.2
6396,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHO'S ON THIRD MILWAUKEE',EATING PLACES RESTAURANTS,2018-09-23,14.86
6397,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN SCHOOL HEALTH AS,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2018-09-21,445.0
6398,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CALYPSO SNACK BAR,EATING PLACES RESTAURANTS,2018-09-21,471.3
6399,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7162417829000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-11,581.8
6400,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7163018004000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,342.36
6401,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010261283161,AIRLINE,2018-09-23,25.0
6402,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHO'S ON THIRD MILWAUKEE',EATING PLACES RESTAURANTS,2018-09-24,23.58
6403,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHO'S ON THIRD MILWAUKEE',EATING PLACES RESTAURANTS,2018-09-23,7.57
6404,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-09-14,86.05
6406,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010261282327,AIRLINE,2018-09-23,25.0
6407,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GO RITEWAY TRANSPORTATION,TRAVEL,2018-09-23,27.0
6409,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WHO'S ON THIRD MILWAUKEE',EATING PLACES RESTAURANTS,2018-09-24,23.59
6410,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN WESTIN HOTELS,LODGING,2018-09-02,60.0
6412,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BALSAMIQ TRID688406,COMPUTER SOFTWARE STORES,2018-09-26,12.0
6413,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,ELSAS ON THE PARK,EATING PLACES RESTAURANTS,2018-09-26,16.23
6414,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2018-09-26,20.04
6415,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SSI*SCHOOL SPECIALTY,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-09-26,147.9
6416,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SPRINGHILL SUITES,LODGING,2018-09-26,355.0
6417,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,FRONTIER AI HCER9H,AIRLINE,2018-09-22,25.0
6418,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HYATT HOTELS RESTON,LODGING,2018-09-15,45.0
6419,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLES DIRECT,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-22,314.79
6420,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VERSALIGN INC,COMPUTER MAIN-REPAIR-SERVICES NOT ELSEWHERE CLASS,2018-09-21,425.0
6421,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RUBY TUESDAY #4447,EATING PLACES RESTAURANTS,2018-09-22,15.6
6422,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2018-09-21,21.56
6423,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,FAST FOOD RESTAURANTS,2018-09-22,9.29
6424,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,FAST FOOD RESTAURANTS,2018-09-21,6.51
6425,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SP * DISTRIBUTITVE EDU,MENS AND WOMENS CLOTHING STORES,2018-09-12,13.0
6426,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AWARDS UNLIMITED,MISCELLANEOUS AND SPECIALTY RETAIL STORES,2018-09-21,296.66
6427,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2018-09-21,19.62
6428,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RUBY TUESDAY #4447,EATING PLACES RESTAURANTS,2018-09-22,15.22
6429,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2018-09-21,12.59
6430,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,FAST FOOD RESTAURANTS,2018-09-22,3.4
6431,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RUBY TUESDAY #4447,EATING PLACES RESTAURANTS,2018-09-22,16.11
6432,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2018-09-21,11.8
6433,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7163072861000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-22,33.81
6434,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR BAGGAGE FEE,AIRLINE,2018-09-21,25.0
6435,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,OMNI ROYAL ORLEANS,LODGING,2018-09-21,286.44
6436,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PPA PHL AIRPORT,AUTOMOBILE PARKING LOTS AND GARAGES,2018-09-22,33.0
6437,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GO RITEWAY TRANSPORTATION,TRAVEL,2018-09-22,27.0
6438,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VZWRLSS*IVR VB,TELECOM INCL PREPAID-RECURRING PHONE SVCS,2018-09-14,210.07
6439,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RED ROBIN NO 655,EATING PLACES RESTAURANTS,2018-09-19,13.76
6440,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2018-09-22,108.29
6442,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7162417829000003,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,21.94
6443,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON GARDEN HAMILTON,LODGING,2018-09-22,147.2
6445,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESTIN WESTIN HOTELS,LODGING,2018-09-02,377.56
6446,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-09-01,23.98
6447,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HUNTING CREEK RESTAURANT,EATING PLACES RESTAURANTS,2018-08-31,20.7
6448,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012392189879,AIRLINE,2018-09-16,570.2
6450,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMTRAK .COM 2420742031576,TRAVEL,2018-08-29,116.0
6451,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LAZ PARKING 660300,AUTOMOBILE PARKING LOTS AND GARAGES,2018-08-30,11.0
6452,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SHERATON ATLANTA HOTEL,LODGING,2018-09-15,18.12
6453,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PAYPAL *MIDDLESTATE,SCHOOLS EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,2018-09-02,90.0
6454,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DE STATE PARKS RESERV,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,2018-09-07,200.0
6455,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,2018-09-03,53.13
6456,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-30,96.48
6458,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,2018-09-07,306.33
6459,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON INTERNATIONALS,LODGING,2018-09-02,-296.56
6460,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-16,32.99
6461,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COL PRKNG GOV CNTR Q07,AUTOMOBILE PARKING LOTS AND GARAGES,2018-09-16,5.0
6462,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MARRIOTT NEW ORLEANS,LODGING,2018-08-26,172.49
6463,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DMI* DELL HLTHCR/REL,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,2018-09-01,393.03
6464,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MSC,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2018-09-08,113.16
6465,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,EATING PLACES RESTAURANTS,2018-09-19,7.15
6466,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,COL PRKNG GOV CNTR Q07,AUTOMOBILE PARKING LOTS AND GARAGES,2018-09-21,4.0
6467,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UM OUTREACH AND CONT ED,COLLEGES UNIV PRO SCHOOLS JUNIOR COLLEGES,2018-09-19,325.0
6470,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS0148733414000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-07,101.5
6471,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MCDONALD'S F23456,FAST FOOD RESTAURANTS,2018-09-21,5.54
6472,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2018-09-20,15.73
6474,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,HILTON GARDEN HAMILTON F,EATING PLACES RESTAURANTS,2018-09-20,10.51
6476,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,VTS INDEPENDENT CAB,TRAVEL,2018-09-19,36.0
6477,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,NEW ORLEANS AIRPORT,FAST FOOD RESTAURANTS,2018-09-21,2.53
6478,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LONGHORN STEAK00053124,EATING PLACES RESTAURANTS,2018-09-19,19.66
6479,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LONGHORN STEAK00053124,EATING PLACES RESTAURANTS,2018-09-19,27.22
6480,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0010637624409,AIRLINE,2018-09-19,16.05
6481,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012392526774,AIRLINE,2018-09-19,370.2
6482,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #601490,FAST FOOD RESTAURANTS,2018-09-21,4.79
6483,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TGI FRIDAYS #2047,EATING PLACES RESTAURANTS,2018-09-20,14.07
6485,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7163018004000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,15.57
6486,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7163030969000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,262.7
6487,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7163018004000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-21,69.05
6488,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DIVISION FOR THE VISUALLY,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,2018-09-20,24.52
6489,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RED ROBIN NO 655,EATING PLACES RESTAURANTS,2018-09-19,15.1
6490,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RED ROBIN NO 655,EATING PLACES RESTAURANTS,2018-09-19,14.92
6492,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,RIB ROOM ROYL ORLN,EATING PLACES RESTAURANTS,2018-09-20,26.92
6493,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GREEN LEAF'S 4849,FAST FOOD RESTAURANTS,2018-09-19,1.83
6494,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,CURRITO,EATING PLACES RESTAURANTS,2018-09-19,7.55
6495,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STARBUCKS TERM12261608,FAST FOOD RESTAURANTS,2018-09-19,4.36
6498,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,REDNER'S WHAREHUSE,GROCERY STORES SUPERMARKETS,2018-09-19,64.57
6499,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BYLERS STORE - 2,GROCERY STORES SUPERMARKETS,2018-09-19,5.99
6500,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN SCHOOL HEALTH AS,OTHER SERVICES NOT ELSEWHERE CLASSIFIED,2018-09-20,395.0
6501,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #725,FAST FOOD RESTAURANTS,2018-09-13,8.78
6502,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SQ *GOSQ.COM HABTE BISRAT,TRAVEL,2018-09-12,31.5
6503,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS PO 0917600901,POSTAL SERVICES-GOVERNMENT ONLY,2018-09-08,6.68
6508,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-09-14,118.31
6509,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-09-13,81.32
6510,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-13,96.48
6511,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SUPERSHUTTLE ATLANTA,TRANSPORTATION SERVICES NOT ELSEWHERE CLASSIFIED,2018-09-14,18.5
6512,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-08-30,199.04
6514,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-08-29,298.56
6516,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,XEROX CORPORATION/RBO,OFFICE PHOTOGRAPHIC PHOTOCOPY MICROFILM EQUIPMT,2018-09-12,151.88
6519,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,LAZ PARKING 660300,AUTOMOBILE PARKING LOTS AND GARAGES,2018-08-26,4.0
6520,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,EDUCATION WEEK TEACHER MA,ADVERTISING SERVICES,2018-09-08,300.0
6521,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DIVISION FOR THE VISUALLY,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,2018-09-12,581.48
6522,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,SP * DISTRIBUTITVE EDU,MENS AND WOMENS CLOTHING STORES,2018-09-12,80.0
6525,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,32752 - BWI LONG TERM A,AUTOMOBILE PARKING LOTS AND GARAGES,2018-09-14,17.0
6526,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,2018-08-29,6.47
6527,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,GOTOCITRIX.COM,DIRECT MARKETING-CONTINUITY-SUBSCRIPTION MERCHANTS,2018-09-09,78.4
6528,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,MSC,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,2018-09-14,-105.12
6529,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,DELTA AIR 0067861474962,AIRLINE,2018-09-12,363.2
6530,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WB MASON,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-07,192.96
6531,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-08-23,76.54
6532,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PATS PIZZA IN WEST DOVER,EATING PLACES RESTAURANTS,2018-09-06,85.26
6533,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,STAPLS7161666830000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-08-26,119.68
6534,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012392189377,AIRLINE,2018-09-16,545.2
6535,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #725,FAST FOOD RESTAURANTS,2018-09-15,9.55
6536,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,BALSAMIQ TRID677830,COMPUTER SOFTWARE STORES,2018-08-26,12.0
6537,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012392156726,AIRLINE,2018-09-16,210.2
6538,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #725,FAST FOOD RESTAURANTS,2018-09-14,11.14
6539,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,PANERA BREAD #725,FAST FOOD RESTAURANTS,2018-09-14,4.34
6540,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAVERN 64,EATING PLACES RESTAURANTS,2018-09-13,31.5
6541,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,UNITED 0167901625269,AIRLINE,2018-09-14,314.2
6542,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,USPS 09176009035400373,POSTAL SERVICES-GOVERNMENT ONLY,2018-09-01,6.68
6543,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,TAVERN 64,EATING PLACES RESTAURANTS,2018-09-14,46.62
6545,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,REDNERS MKTS #58,GROCERY STORES SUPERMARKETS,2018-09-13,13.34
6546,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,WESCO - # 1452,ELECTRICAL PARTS AND EQUIPMENT,2018-08-26,36.8
6547,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0017857016859,AIRLINE,2018-08-25,148.1
6548,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMERICAN AIR0012391915235,AIRLINE,2018-09-14,342.2
6549,2019,3,DEPT OF EDUCATION,DEPARTMENT OF EDUCATION,AMAZON.COM,BOOK STORES,2018-08-27,89.97
6550,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,SAFEWAY STORE00017632,GROCERY STORES SUPERMARKETS,2018-09-06,8.97
6551,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,CAPRIOTTI'S SANDWI,FAST FOOD RESTAURANTS,2018-09-07,77.48
6552,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,DOLLAR-GENERAL #0384,VARIETY STORES,2018-09-06,29.0
6553,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,UPS*000021X956,FREIGHT CARRIER TRUCKING-LCL-LNG DIST MVG-STORAGE,2018-08-28,7.84
6554,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7163072861000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-22,335.28
6555,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,IDU*INSIGHT PUBLIC SEC,COMPUTER SOFTWARE STORES,2018-08-27,106.26
6556,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,GROTTO PIZZA,EATING PLACES RESTAURANTS,2018-09-09,203.81
6557,2019,3,DEPT OF EDUCATION,EDUCATION BLOCK GRANTS,STAPLS7162417829000002,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-11,91.25
6559,2019,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,DATA RECOGNITION CORP,MISCELLANEOUS PUBLISHING AND PRINTING,2018-09-06,10.24
6560,2019,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,AMAZON.COM,BOOK STORES,2018-09-07,32.27
6561,2019,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,SSI*SCHOOL SPECIALTY,DIRECT MARKETING-OTHER DIRECT MARKETERS-NOT ELSEW,2018-09-16,134.57
6562,2019,3,DEPT OF EDUCATION,SPECIAL NEEDS PROGRAMS,STAPLS0148778090000001,STATIONERY-OFFICE SUPPLIES-PRINTING WRITING PAP,2018-09-08,261.28
